sample_id,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75,feature76,feature77,feature78,feature79,feature80,feature81,feature82,feature83,feature84,feature85,feature86,feature87,feature88,feature89,feature90,feature91,feature92,feature93,feature94,feature95,feature96,feature97,feature98,feature99,feature100,feature101,feature102,feature103,feature104,feature105,feature106
477,1.899358326,275251.2,,0.715918651,230.0017716,9.796809396,-0.225460271,-57017153297,-2874.196619,7.35771E+14,,0.792312584,797513.7874,2.396124579,-2.692381545,1.053301618,-2.10194E+13,161.5615658,61.75288631,-11.16948828,1890,480575.3317,0.00311668,525.4506078,513742.0129,731301.4093,29.65222019,2.395666666,0.12380821,2.31548826,-3.607102,137.6410968,42,-0.704162034,0.347978419,-3.112307403,-6.11029E+12,199822.1278,0.799574351,214990940.3,0.636773117,145.6855782,-1027222678,-82366.34226,15.61720501,-0.080305105,12.59161554,40613.3505,508947137.8,-127.7750995,477870.2942,2.18905E+15,30705.1509,0.262359812,275251.2,213916.8027,55.54762783,0,,-0.130137095,69638553.6,44458.07327,118.2732537,348982.3889,1075.2,10.5,5.43923E+12,43.22503717,451448.4895,149.6179242,28081.02081,0.046716366,-1724562.641,148741.1872,567957.5954,310.7292212,-1.773289625,0,4300.8,-1.06E+16,0.84,9.107258772,-62250840649,2.192142099,-5.25271E+13,-0.000339645,1.14112E+11,1.14656E+11,17203.2,-24859816.39,744.0972266,-8.51612E+12,1075.2,20.29550022,-2539130.974,146.6284841,-232899.7827,-4.977154589,414.3773916,20801.81055,0,-139290268.5,198.1496637,550.7120652,220.6952407,-0.065061193,1.033886141
478,2.310495722,275251.2,1.052550067,0.444405193,248.0115998,4.258763639,13.59581473,1.15683E+11,22998.38619,-1.00715E+14,1.025069895,0.599971458,242965.3616,59.15295059,60.78812458,1.044257653,-4.81201E+12,117.249303,,10.66572656,1890,489838.9108,0.026525808,240.7999726,288617.1723,504342.4342,18.11470534,61.38581234,0.796005675,,54.81490834,25.81062392,42,57.61093695,0.005935978,55.22339652,2.12493E+13,,0.773700854,104634678.2,0.123551549,186.3295217,7182821300,30506.09178,66.41959156,-0.356618112,65.60698852,112140.2503,100166948.2,-10.34458688,88449.39639,4.62557E+15,83278.24847,1.175307507,275251.2,310216.8347,-9.977933442,0,5095.854554,54.59156571,69638553.6,-50490.43373,66.94300972,274946.6244,1075.2,10.5,-3.29145E+13,76.94197714,334784.5387,111.9661953,41156.21503,0.074967078,-1114391.325,62041.39021,452626.0954,295.4515717,56.91810498,0,4300.8,-3.97294E+15,0.84,-3.850988866,-37628382315,0.753350955,-4.59022E+13,0.005477498,-2.40042E+12,-2349505193,17203.2,78005462.7,22107.88986,9.78089E+12,1075.2,37.83825978,-1023911.995,113.5341416,-230887.6009,59.99881393,458.4911365,92488.67841,0,235042824.5,123.9564484,344.2094291,115.6184877,58.56404777,0.159709027
479,0.411835089,275251.2,1.057185212,0.018791414,185.851531,1.936188165,-0.280741187,-13010624237,-5380.107922,6.90442E+14,0.525829876,5.983555051,109387.428,9.049665544,7.23978928,1.043064074,-2.4185E+13,142.3632378,104.4238352,-18.66209953,1890,489440.4701,0.036766006,359.4729041,357675.9624,153138.5509,37.24347732,6.087724961,1.572039161,2.393582579,7.378064461,51.91650714,42,10.43356219,0.482796884,3.435989033,-2.42653E+12,26024.52772,0.67943931,-204514262.1,0.054052157,152.9106155,,-78680.56344,22.15702187,0.085421163,18.35350719,67335.56496,-65594814.75,-90.836584,19932.26463,2.83151E+15,41129.41222,0.478904684,275251.2,117714.3936,,0,,1.882484921,69638553.6,-9153.375268,97.4667155,522616.2248,1075.2,10.5,-7.82382E+12,72.06018299,,221.4643896,8464.936573,0.032980461,3779460.531,114885.2986,689304.1179,383.7285971,8.845235111,0,,-1.48E+16,0.84,5.094371821,-83640621261,0.100406056,-6.03116E+12,0.00160079,,-35282345346,17203.2,26461776.8,6367.357396,3.44654E+12,1075.2,49.5759452,49065.37957,172.8605415,-339551.8299,-1.343458199,246.6122552,69537.28672,0,-863012799.4,176.5888616,319.1239179,152.8485968,9.321946196,0.041628895
480,0.371922102,,,0.167338186,241.4207942,18.70491681,-0.023062424,-20816095682,-93.08889712,-3.38402E+14,0.983955069,2.136610917,781804.2103,-0.639782335,-2.099864784,1.027973187,-1.91111E+13,171.365002,94.13074698,-4.833968848,1890,453975.7571,-0.022815247,272.3498901,217341.4696,532642.4872,19.93489856,0.663425877,1.22168273,1.440227804,-1.387700608,154.6933241,42,-1.683355564,0.278037195,2.363317322,9.66124E+12,361033.1634,0.412426698,8141339.718,0.222948655,307.83862,-3189380705,26614.69777,27.63260184,-0.069760112,13.21558012,137266.4345,,,646238.0117,7.33188E+15,62798.8425,3.535394739,275251.2,130645.8942,35.84756462,0,3544.586613,1.096954111,69638553.6,132201.9734,129.8197295,444763.0963,1075.2,10.5,1.26479E+13,72.98697125,210962.2621,95.55048841,25797.42562,0.029571968,-3819376.2,50577.52801,464751.8491,482.499028,-0.593661232,0,4300.8,1.29E+16,0.84,9.36610786,-9031191494,1.634000692,4.68908E+13,,-1.04934E+12,-1.04964E+11,17203.2,39627005.06,16921.41571,6.85322E+12,1075.2,46.16360058,-1263339.645,53.97565321,-664017.537,1.858429564,213.3689999,16056.38143,0,139724813.6,266.4707526,399.521934,163.7408048,-4.749800013,0.057133627
481,0.296017983,275251.2,1.05970729,0.720280456,249.8019845,10.82622574,0.786316626,-4.25189E+11,6447.43368,-1.31391E+15,1.006649447,1.120342494,210660.6503,-1.366019578,-7.897247863,1.03875948,-8.50086E+12,215.8395887,55.26553689,-10.38725186,1890,416402.4916,0.018996133,256.4037704,462410.9034,697561.6303,27.26419344,-3.230044563,0.007131883,0.517682627,-0.788145443,77.03947043,42,0.209535502,0.308819697,4.488807045,-1.57928E+13,427898.4092,,-7597362.445,0.036487113,193.4209055,-2373651495,85863.86632,21.74764754,,7.426955012,68797.67937,162275338.8,,369385.6709,,50093.77916,0.089972977,275251.2,137579.399,9.159591077,0,-41805.19559,-0.060884134,69638553.6,-19156.84907,96.4817837,531615.4166,1075.2,10.5,-4.18251E+13,59.72580566,614502.1111,69.30085268,55291.78398,0.035415655,2763068.741,130313.2124,589408.4047,485.0460982,-1.403797644,0,4300.8,1.17E+16,0.84,-9.718313313,-91373744842,1.723866341,,0.001644599,2.58102E+12,1.1527E+11,,21101863.06,16444.55658,1.03838E+13,1075.2,37.3184078,420241.5943,75.63683138,-78445.21589,0.845392399,368.3232319,12959.55983,0,609715841.9,154.6242832,356.5036172,91.9462354,-1.73827348,0.83605544
482,0.219688762,275251.2,2.054356893,0.917429774,162.9148799,11.78948024,0.302268022,-5.18103E+11,-23587.37416,4.73345E+14,0.980810215,2.419484315,703893.568,-3.911746106,1.088951601,1.031427874,-2.46428E+13,82.67200409,62.13804849,2.73394337,1890,466177.1248,0.053675814,150.6498534,217963.7012,449419.6697,19.99693025,1.922174509,0.51796876,0.045044311,-0.423625775,56.43208285,42,2.501698045,2.610742938,0.675798542,-2.49067E+12,326278.9672,0.616112394,-39387406.92,1.309925824,280.4524464,1225982089,48554.83091,27.96507164,0.090579804,15.0803159,182022.0423,-330174567,-71.01917292,634442.0621,,37846.9177,2.273131018,275251.2,,48.14780234,0,21047.6328,1.706042999,69638553.6,-141286.3228,67.86487376,209120.7318,1075.2,10.5,-2.16233E+12,77.86564744,441363.0945,118.4609533,10924.05109,0.027725711,-265813.8469,12950.84817,270798.5165,237.9297045,2.107270891,0,,4.44262E+15,0.84,1.861087561,1299651517,2.006798334,2.51959E+13,,1.23214E+12,-662110304.4,17203.2,63414991.52,7651.902205,-9.70282E+12,1075.2,63.75394865,6407369.695,48.59218335,113125.0514,-1.898359861,373.6106243,60050.75016,0,725059689.1,155.1380741,528.838562,125.7707879,-1.835967942,0.552607099
483,0.439837506,275251.2,,0.308798138,221.8445533,13.54800772,0.175755459,4.49511E+11,-31599.09652,1.42396E+15,1.026882431,,361365.0526,1.357469548,1.968560515,1.036135171,-2.08923E+12,160.681303,49.59516495,14.04834519,,11732.29041,1.047298465,315.9428245,124810.7672,445690.9801,22.99538398,-0.131212025,1.943635586,0.097037464,-0.033799853,21.04399487,42,-1.624837399,1.387803181,0.965618394,-4.90751E+12,270099.8868,0.285499714,48611039.24,0.283274734,213.1095167,1981039023,-60101.19162,18.42494954,0.404557056,8.437742384,202742.2248,153480394.1,-79.57899577,190787.1129,-1.07E+16,225783.6835,1.144791645,275251.2,593886.2386,104.3326051,0,-76197.06014,-0.030338521,69638553.6,38167.99469,66.14691206,449988.3114,1075.2,10.5,-3.41234E+12,72.81932889,494040.6368,103.7649805,94526.22264,1.011561223,1052421.263,42683.5422,783654.7685,275.9597981,3.886632263,0,,-2.94699E+15,0.84,17.27413288,-36236331342,0.145462973,-3.45984E+12,0.007848132,-9.45043E+11,-23010294459,,5876644.172,11654.39409,1.00619E+13,1075.2,57.51979308,-2769656.487,39.25128176,1194381.887,1.005472487,209.863279,25718.46777,0,117043933.2,,522.8496112,79.32986854,3.120608174,0.495466916
484,3.54737534,275251.2,1.062113999,0.323075081,259.0389892,10.63168502,0.015998213,2.82013E+11,-1404.739136,-3.86514E+14,1.031287823,0.375698684,525355.163,4.885302913,-1.845877281,1.033567305,2.28109E+13,157.8054918,82.57842603,-4.915545484,1890,393544.1355,1.01475992,396.5707827,314469.8748,58213.41138,27.23597395,,0.564250418,0.620888,-0.035322004,70.78385171,42,3.417444199,1.295774877,2.167677741,-1.01086E+13,462167.8897,1.266424983,-82248479.57,1.34281364,244.3149034,3018329302,-66688.54441,16.0894507,0.051375123,4.716603089,112184.2057,-8021546.003,50.24235172,692493.6417,-1.97897E+14,116121.6277,2.092772204,275251.2,380821.6219,8.092979992,0,28532.70939,4.875742776,69638553.6,-80214.65028,131.4940188,61329.49666,1075.2,10.5,-1.11492E+13,61.64739411,100019.8225,131.7767373,43643.75691,1.01931441,898312.4831,155806.9595,347920.8573,457.9737247,0.407279327,0,4300.8,-9.03317E+15,0.84,,1.4676E+11,0.18100543,-2.57849E+13,-0.002430207,46562957792,98464643442,17203.2,-54305581.3,9125.7898,-2.41947E+12,1075.2,44.97757818,161150.8455,127.6054762,-77586.19013,-0.293939559,356.2215769,24611.73514,0,321028724.6,,558.7688976,45.07833187,0.579711401,0.483647838
485,2.089348333,275251.2,1.06101147,0.496109172,320.1293297,5.562340704,0.317088382,-3.29032E+11,5471.788321,-8.63558E+14,,1.619355106,201765.9754,-0.279766533,2.152244377,0.061453395,3.9662E+11,155.3963485,73.53467718,10.75490283,1890,430265.2486,0.082185439,240.650809,9004.136082,578738.3754,41.75468203,-0.778666857,1.693977998,0.623686587,2.130914999,79.69479294,42,-0.417088806,2.109707909,4.799898672,-1.4194E+13,86591.00247,0.004127492,100284354.8,0.349334948,313.5005196,-3471909961,84394.38147,41.42023957,-0.141620872,25.4507517,153910.0715,291419928.9,50.52793361,472610.1826,-4.69406E+15,50263.09475,3.290647354,275251.2,183126.9857,46.87130125,0,,0.977074367,,31213.23831,60.03856757,517522.0754,1075.2,10.5,2.25539E+13,112.0285291,269510.9451,153.915785,23699.7458,1.028585138,707163.6287,91314.5607,243411.9374,655.8118205,1.249924207,0,4300.8,2.41E+16,,7.123127938,,1.10969851,-4.30048E+13,0.001416189,1.73471E+12,95080402401,17203.2,48828043.2,25107.68468,-1.6829E+12,1075.2,61.67132554,3948467.608,73.65127689,-422622.9168,-0.209199648,176.3641408,14937.47481,0,140096926,159.8105941,329.3724119,128.4942073,3.490690505,1.457820728
486,1.423272747,275251.2,1.047991801,0.387157652,340.568793,2.057802242,-0.174215883,-91541167968,-1261.637055,6.84395E+14,0.529865386,1.714922847,664568.4745,8.076014717,7.188414591,1.043613259,-1.34438E+13,110.1596097,117.3160951,-8.597915549,1890,7072.34007,-0.116379382,509.3608779,58003.79935,55838.23605,29.09595461,4.23776302,1.537957075,1.534869485,5.890887982,85.55477065,42,3.430406949,0.965183115,4.804262002,2.88946E+12,517325.2966,0.385099052,140763237.4,1.310210338,189.5985246,-3592784165,5466.120205,21.2243656,-0.00991984,12.63622715,164912.3451,-701190994.1,-0.530521138,,6.00919E+15,,1.253662409,275251.2,422502.2988,11.19075668,0,-62523.91561,6.477201119,69638553.6,-55368.65509,136.3047501,514536.4795,1075.2,10.5,-6.87089E+12,67.08377641,221616.5046,92.20759226,55615.17601,0.335957299,6409709.764,67979.36813,292943.867,385.904202,3.625145645,0,4300.8,,0.84,8.932897313,1.33949E+11,0.090229883,-1.98331E+13,0.000107303,1.04312E+12,46736593308,17203.2,14056363.69,20619.26633,1.34597E+13,1075.2,30.1449055,-297588.485,78.31141185,211845.4425,5.849597709,,79788.44723,0,1706839507,228.0156985,591.182399,181.0127847,8.791344437,0.773968732
487,2.5726459,275251.2,1.049566892,1.263986225,225.5781944,12.50824532,-0.329954461,3.12906E+11,25195.67744,3.43159E+14,1.032892001,2.588284224,836442.4078,5.144896377,-0.215394419,1.032485153,-1.59039E+13,127.7918163,132.9572326,32.21198466,1890,,1.036813932,465.9154101,400525.5024,57940.69031,25.03241946,-2.723469461,,0.772003302,-1.369028496,69.12139071,42,1.547362648,0.013206857,1.142906477,-1.1438E+13,505414.0974,1.884035979,55830813.21,0.253364242,88.38675393,-1396442336,47791.73371,21.53287608,0.094554668,17.7884075,104774.8574,425033134.4,-43.5749607,622973.8862,-6.53705E+15,150097.9747,1.293000069,275251.2,527083.6148,14.49778412,0,13359.2734,-1.890957347,69638553.6,-84339.7625,121.7753443,23285.83877,1075.2,10.5,-4.73951E+12,51.22860691,130213.9464,167.337835,35899.98244,1.00279727,-1192781.414,34921.44728,530492.8881,298.8123907,2.071323254,0,4300.8,-3.03E+16,0.84,1.530040221,-51081810039,0.584401355,8.83622E+13,0.009747751,-1.43185E+12,-1.06442E+11,17203.2,-7108603.95,67.5704138,-3.78498E+12,1075.2,54.92417775,-2002559.469,118.7026248,-520753.9371,1.626132713,,79409.22501,0,288361921.8,141.9633618,457.9800054,,-2.339608596,0.545670549
488,2.190223692,275251.2,2.04871357,0.085331911,81.65403237,5.610423894,0.34826548,,-13922.71716,-1.20892E+15,0.491883774,0.253579134,591170.0903,-0.798682454,-2.934207597,1.032171183,2.55147E+11,131.1981987,137.1800808,0.394623128,1890,207797.4972,0.033573213,306.0789174,328649.1945,,,-0.512887176,0.034663154,1.342128011,0.238757127,7.313573691,42,1.093092221,0.27041709,0.847890966,-2.05458E+12,128302.9738,0.082119691,-235872314.1,0.721033378,206.8028571,-263536509.6,-160214.0717,27.7452367,-0.401528545,22.25884715,113102.7177,157599762.1,-37.72571741,106034.9857,2.56703E+15,256605.1529,0.29660841,275251.2,606722.5253,-40.83865463,0,-55492.97132,0.912015204,69638553.6,-31234.95318,,182336.1837,1075.2,10.5,-2.04261E+13,88.14998559,294544.0356,113.3937985,59680.25819,0.02900931,-2615047.528,126263.9648,515816.6792,590.1340638,-1.053549357,0,4300.8,-2.01E+16,0.84,16.72494669,2.30028E+11,0.542694326,3.95385E+13,0.004806775,1.73884E+11,61206160530,17203.2,-8189149.107,8660.459893,-2.6877E+12,1075.2,36.56435635,-3645716.408,122.1934301,272715.5868,-1.193949211,191.4371256,3384.509662,0,49812519.96,181.8709134,511.9710691,188.3175404,1.087618209,1.912866494
489,0.123628566,275251.2,2.056574849,1.625703335,125.1177031,17.23297308,0.246850834,,29560.76841,4.97609E+14,0.979828433,0.399417044,95067.16124,-1.186558127,-0.148886073,1.03881935,-1.15751E+13,153.2756415,80.74065717,-6.157427361,1890,289037.619,-0.012211701,424.6786105,188700.9997,,,-1.372665978,0.138774883,0.306324251,2.690542735,66.75701942,42,-3.094290972,0.915202031,-3.865753902,5.08195E+12,306964.4013,0.28971043,95023367.63,0.534379201,233.8738044,-1641933245,-69125.7159,30.838202,0.189121997,8.767646514,103859.8129,80486319.3,-59.82128324,169556.0246,2.29594E+15,42442.52804,1.083510376,275251.2,443693.6878,41.40816355,0,-11301.2678,1.33189777,69638553.6,-46885.9527,98.40904842,225696.0632,,10.5,-6.46489E+11,81.7296578,36537.48065,127.8156923,3670.144618,0.043844627,-3512435.287,,662758.6966,577.9684443,3.58483395,0,4300.8,4.44834E+15,0.84,30.95647338,-55393639432,,6.72833E+13,-0.003982297,-1.63299E+12,66902580009,17203.2,-35853545.52,23281.63536,-1.81929E+11,1075.2,74.47745486,1628166.847,174.5266539,424240.6745,2.062705223,242.8690326,,0,859942365,109.0111584,424.6738194,203.1093459,-2.49795132,0.164289531
490,0.741506988,275251.2,1.056508764,0.092308865,324.0790841,4.973437702,-0.55472574,6.64963E+11,-19956.56409,1.63314E+15,0.697660645,,114376.2978,-0.75576805,-1.853948926,1.04465523,-6.06063E+12,,20.47425992,-3.945186858,1890,411202.214,0.076672164,427.1414954,256887.7873,313198.0828,42.04983698,-1.374266074,,0.327431735,0.001219721,71.64670555,42,1.929017021,,-2.01775252,-4.6606E+11,175326.2437,0.189001535,172888074.2,0.232598102,140.9055662,,5542.405521,20.77964307,-0.000493808,14.87439531,160722.8248,359059314.3,-16.84651689,11663.90264,1.23E+16,48395.18301,2.659689425,275251.2,134101.5848,11.25206427,0,-39273.14464,2.519107308,69638553.6,-7441.349054,107.5648258,191753.9954,1075.2,10.5,-2.05693E+13,70.59384828,106179.9477,123.2490936,,0.032433895,3823113.518,29280.56368,511375.6701,415.8243387,-0.09425218,0,4300.8,2.05904E+15,0.84,19.93700144,-82631130508,0.032589284,3.09365E+13,0.001239625,-1.31469E+12,40298533342,17203.2,109763863.3,26661.87079,-1.20122E+12,1075.2,64.35731429,1570938.177,101.2087314,245612.4578,-2.500396663,209.3406408,44594.3192,0,468391289.7,276.3223709,419.2501445,228.5402143,3.973016419,0.335833973
491,0.838755991,-391111.0557,1.05247407,3.768756902,-104.9194776,70.14010381,0.827710409,-2.46668E+11,-1593.229762,8.6923E+15,0.529076365,1.445808689,4419167.271,7.309505457,13.62349877,-0.238697714,-1.37072E+13,501.9203341,558.6644423,34.97111703,,3002330.301,-0.002466749,-16.05918019,97105.31728,441724.9236,26.7972441,,14.93921341,1.070954907,35.17150279,82.05420318,44.29224783,-10.88284575,4.298805168,7.033529006,-3.3095E+13,1972003.782,0.535298295,33306782.47,0.916869132,166.6756559,-1095918932,-91448.24376,131.6122812,0.084798002,-0.208886374,14225.62582,3299392625,-17.14686263,2364379.876,2.71E+16,774214.2268,0.179659373,397271.3693,481953.6743,-133.3276827,0,-25777.93845,3.402215982,69638553.6,582349.5128,534.0436802,-604267.3247,1075.2,10.5,-3.79809E+13,39.74933665,163757.1552,-38.8829873,500522.1085,0.351649586,19067710.67,854500.8874,5145916.476,597.9628328,2.893306771,0,4300.8,-1.77707E+13,0.84,127.0208363,3.91067E+11,0.939330771,-4.4896E+13,0.008218747,7.6208E+11,84649598871,17203.2,306255960,166856.5109,9.96492E+13,1075.2,21.04170008,4404014.283,,3393046.287,24.57617266,1849.235943,46124.56614,0,619457164.8,577.1508754,281.5846488,54.17630002,47.78053036,3.226417002
492,-2.539308267,-378359.4519,0.09071807,0.585268188,181.9957946,3.307170799,1.733808382,4.10524E+12,-51146.95739,-7.85862E+14,6.986286505,0.477089271,905435.4576,47.87680087,4.861125477,-0.325017093,-5.97565E+12,119.7652303,483.596988,80.44556397,1890,1974818.018,0.359424033,1665.152575,368557.083,85215.51982,7.36520887,18.60965016,0.367906032,1.303019075,41.51844289,-20.92719765,42,8.286832351,,58.73343975,6.85193E+13,,17.5060277,46366637.24,5.278892024,1298.020237,8300916828,-29959.97421,156.2654032,0.116912081,12.40795228,1083653.386,1621175761,814.7400124,4461822.155,-1.52E+16,58809.70158,-2.735420285,275251.2,87919.29617,538.7876598,0,152355.0985,7.27077102,69638553.6,373560.2057,96.88970171,1203510.491,1075.2,10.5,3.19188E+13,-50.36529313,186515.9687,163.9169134,11705.74017,4.85156595,-4602826.459,967492.4823,255572.7365,11.71553813,4.279944767,0,-2031.072088,8.69E+16,1.722027267,4.760048467,-13420040743,5.154816421,-5.23668E+13,-0.016577273,8.37698E+11,4.68627E+11,,257696808.1,18897.24792,2.67054E+12,-66.15829508,116.192076,17236186.72,46.03183322,6135448.353,3.563049666,,45288.54665,0,9268775421,1004.607566,189.7865422,156.0837395,-7.761712798,8.292131775
493,2.728709749,275251.2,1.05731031,0.256564168,218.0998902,11.58603103,-0.257925297,-3.91461E+11,30521.4843,-2.9445E+14,1.031510814,0.517625774,17094.63897,0.391585062,-0.838323408,1.047367354,1.42534E+13,173.2613228,41.75812995,35.01430208,1890,241427.1647,0.938587153,161.0057882,36978.30425,31961.29847,42.97221093,-2.271803623,0.017429711,,-2.57584201,49.68074196,,2.218830991,2.507424996,1.801960627,-8.86586E+12,,0.239167418,45210234.42,0.110831555,251.9536126,3773756560,-177359.0967,19.80582803,-0.048430446,12.3945833,10685.31969,-135777505.3,-13.34640493,175731.2671,-1.3477E+15,107954.9839,0.003498783,275251.2,248412.7851,-16.55673873,0,56893.0866,1.037295239,69638553.6,10750.06465,78.07731994,141805.7674,1075.2,,-2.53227E+11,91.14557805,266889.4731,105.8177225,14885.21351,1.059405664,1284269.479,108376.4937,565871.3563,605.0878256,-0.50290343,0,4300.8,8.47469E+15,0.84,13.14034967,1.0975E+11,0.928480916,7.80922E+13,,-5.39546E+11,1.54336E+11,17203.2,19759043.37,22753.34872,7.99898E+12,1075.2,32.9716995,-3282250.829,134.5495714,129471.0498,-1.476490011,447.6356485,,0,92492891.9,202.1669898,444.815568,,2.347672012,
494,0.018192049,275251.2,1.068139162,1.445928947,338.369271,4.257291402,-0.007411163,3.02679E+11,-3810.882673,-6.88289E+14,0.524532721,2.001974966,,10.76882017,8.271176431,1.040972229,-3.60563E+12,223.7379606,106.0447002,2.065472492,1890,278476.1831,0.039724289,366.1820369,415538.2448,563346.9567,28.72135965,6.50136232,0.134878915,0.491673037,5.282387286,65.34910866,42,1.014068052,1.333610605,6.889690613,1.12837E+13,513149.4212,1.089305539,10374639.27,0.043282746,247.3501266,731794728.4,90041.64724,23.92389519,-0.2249781,13.389932,81853.95992,226168747.3,37.95337491,216487.4949,1.55523E+15,275812.9714,0.87639451,275251.2,45440.73707,-9.124175131,0,42032.36782,7.744751603,69638553.6,44096.71706,99.56162943,13125.74518,1075.2,10.5,2.47748E+12,70.36934932,760394.6973,140.4779982,,0.035697877,1537741.706,131961.5006,153184.0456,343.4561686,6.520472697,0,4300.8,8.74759E+15,0.84,-7.941820531,1.96012E+11,0.222690763,2.8566E+13,0.006613349,-6.83919E+11,-1244204137,17203.2,-28272340.63,15514.00355,-4.67045E+12,1075.2,,-429063.7715,76.77547123,586783.3781,7.771720417,111.8829764,47004.45855,0,-1049648726,217.4054455,338.6048389,162.9156584,11.86033442,0.346599314
495,1.117528693,275251.2,1.055191025,0.639677003,162.4384139,5.05580204,-0.356014175,2.3299E+11,-5564.082182,-7.6514E+14,1.034133076,0.214680149,110551.323,-2.299021568,0.42719176,1.013612216,4.35141E+12,,89.99480136,25.03389413,1890,110959.0237,0.036586326,,489527.9009,743738.4375,26.1088109,-0.17782501,0.226240239,3.143543166,-2.914485945,79.67977501,42,-1.350262761,0.993636109,-6.242436617,-6.17048E+11,140301.4758,0.457974166,190629396.9,0.520659919,126.4519271,,110020.8956,19.05949845,0.25077609,14.16632073,57519.07799,128884624.7,-17.34266353,133587.3934,2.78994E+14,131589.8187,0.593892276,275251.2,156086.2126,-92.83597532,0,-17989.81974,0.515656855,69638553.6,-28071.14312,82.72978892,122095.6128,1075.2,10.5,-6.04295E+12,157.7342203,410299.4579,90.22764847,54827.61111,1.014456356,846131.0876,56919.67422,203989.3505,508.8005969,3.645424844,0,4300.8,-1.28E+16,0.84,-5.496254822,-2.1122E+11,0.982108599,5.16194E+13,-0.000559042,,72923207171,17203.2,13445145.89,6193.526186,-1.31563E+13,1075.2,48.70676086,-1831177.786,57.37424132,21854.94658,2.219938602,309.2220023,16370.29032,0,218883445.4,264.5244578,262.0086916,220.8458273,-0.80158161,0.592418078
496,0.718062606,275251.2,1.065042122,0.038220805,201.6352953,6.325387616,0.618438463,3.20666E+11,-4492.041941,-1.06518E+15,0.470438849,0.233352487,225891.4824,8.394269564,13.89170053,0.945616336,2.4327E+12,235.0291197,88.82922326,0.949034121,1890,31372.44024,0.003781486,396.9425809,447629.0535,,29.68699882,10.02156525,0.992549647,3.019189076,14.46414741,34.26428668,42,17.96504638,0.440429924,13.17513052,-4.38064E+11,124173.9141,4.627591562,-40766209.12,0.644729993,,2353843799,-104524.7091,24.14205133,-0.122489676,17.09668831,103294.9556,175995069.9,34.04637981,,,235487.6205,1.606777297,275251.2,112395.5212,11.07668505,0,-96637.64102,-0.230451427,69638553.6,-38129.16656,122.4680726,127354.806,1075.2,10.5,-1.38528E+13,22.82853901,235677.5216,89.43812485,2499.867354,0.024067731,735779.6385,140430.8613,677041.0256,310.267707,-2.653659808,0,4300.8,,0.84,,2.40514E+11,0.572111661,-3.46139E+13,0.005788452,-3.76938E+11,18485717994,17203.2,70867614.95,20804.1284,-8.07045E+12,1075.2,40.25705408,1432830.881,148.984137,-342406.023,0.142893862,314.7295083,93074.50094,0,115335137.6,219.529544,406.0309804,107.2039512,11.2224842,0.619019028
497,1.802473284,275251.2,2.060534979,1.2375186,213.3018797,20.46083597,-0.135502385,-3.30853E+11,-19349.4243,6.55925E+13,,0.023764199,870357.2632,2.723024749,3.426196556,1.019650556,2.58476E+13,104.6225064,84.01553542,-5.667669454,1890,16131.56601,0.076964712,,354054.726,,28.55122654,-0.461389535,0.963326352,0.031308227,-0.661818365,103.5462538,42,-0.763683867,0.051145704,-1.411804985,1.19971E+13,335445.7107,3.548170744,-104431430.5,0.094636602,202.7974862,17712559.69,53102.21708,26.88246051,0.194255634,10.53734281,152895.6272,104897658.4,-6.355259304,223974.6478,2.35814E+15,11739.40187,0.185050326,275251.2,397607.7108,,0,29106.3334,-1.932175236,69638553.6,19695.23264,121.8907467,528493.0779,1075.2,10.5,-2.32267E+12,70.9267157,675443.2872,130.820483,64453.55942,0.015167082,55717.5384,30684.4785,444698.0523,528.9903383,3.593539813,0,4300.8,1.16E+16,0.84,2.259811174,1.42963E+11,0.586804329,-4.4295E+13,0.000399539,-9.76335E+11,1.87956E+11,17203.2,-6364900.47,7264.331356,5.92543E+11,1075.2,,-2678233.82,188.1849879,,3.08658246,292.9992566,44430.36029,0,-447136346.3,168.3031013,370.6344221,123.4424827,1.882900675,0.358059013
